ticker,exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website
BTT,HOSE,Bán lẻ,CT,490,0.049,13.5,13.5,2004.0,137,2.8,0.002,-0.149,0.115,TM - DV Bến Thành,https://benthanhtsc.com
BTU,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,197,0.0,3.6,3.6,2006.0,211,,-0.006,-0.028,0.321,Công trình Đô thị Bến Tre,http://www.congtrinhdothibentre.vn
BTV,UPCOM,Du lịch và Giải trí,CT,265,0.0,25.0,25.0,2005.0,311,3.4,-0.005,-0.088,-0.056,DV Du lịch Bến Thành,https://benthanhtourist.com
BTW,HNX,"Điện, nước & xăng dầu khí đốt",CT,285,0.218,9.4,9.4,1991.0,234,3.1,-0.045,-0.32,-0.183,Cấp nước Bến Thành,https://capnuocbenthanh.com
BVB,UPCOM,Ngân hàng,NH,9570,0.001,551.8,551.8,1992.0,2743,2.2,-0.019,0.053,0.121,Ngân hàng Bản Việt - BVBank,https://bvbank.net.vn
BVG,UPCOM,Tài nguyên Cơ bản,CT,1808,0.001,9.8,9.8,2000.0,6,,-0.09,-0.015,-0.239,Group Bắc Việt,http://www.bacvietgroup.com
BVH,HOSE,Bảo hiểm,BH,8682,0.265,742.3,742.3,2007.0,6485,2.5,0.017,-0.017,-0.065,Tập đoàn Bảo Việt,https://www.baoviet.com.vn
BVL,UPCOM,Bất động sản,CT,243,0.0,82.8,82.8,2008.0,47,2.3,-0.027,-0.005,-0.321,BV Land,http://bvland.vn
BVN,UPCOM,Hàng cá nhân & Gia dụng,CT,199,0.003,5.0,5.0,2007.0,23,,-0.006,-0.14,-0.262,Bông Việt Nam,https://bongvietnam.com.vn
BVS,HNX,Dịch vụ tài chính,CK,3943,0.021,72.2,72.2,1999.0,692,2.5,-0.057,0.038,0.451,Chứng khoán Bảo Việt,http://www.bvsc.com.vn
BWA,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,135,0.0,2.7,2.7,2008.0,65,,-0.006,-0.015,0.274,Cấp thoát nước và Xây dựng Bảo Lộc,https://capnuocbaoloc.com
BWE,HOSE,"Điện, nước & xăng dầu khí đốt",CT,3090,0.125,219.9,219.9,2006.0,1331,2.5,0.0,-0.026,-0.016,Nước - Môi trường Bình Dương,http://www.biwase.com.vn
BWS,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,739,0.008,100.0,100.0,2007.0,434,3.3,0.018,0.05,0.376,Cấp Nước Bà Rịa Vũng Tàu,http://www.bwaco.com.vn
BXH,HNX,Hàng & Dịch vụ Công nghiệp,CT,267,0.0,3.0,3.0,2004.0,195,,0.088,-0.031,-0.087,Bao bì Xi măng HP,https://hcpc.vn
C12,UPCOM,Xây dựng và Vật liệu,CT,414,0.0,4.9,4.9,2007.0,37,,-0.006,-0.015,-0.242,Cầu 12,http://www.congtycpcau12.vn
C21,UPCOM,Bất động sản,CT,619,0.001,18.1,19.3,1997.0,192,3.0,0.185,-0.032,0.273,Thế kỷ 21,https://c21.com.vn
C22,UPCOM,Thực phẩm và đồ uống,CT,400,0.0,3.6,3.6,2007.0,313,,-0.006,-0.015,-0.243,Công ty 22,http://www.congty22.net.vn
C32,HOSE,Xây dựng và Vật liệu,CT,1899,0.011,15.0,15.0,1993.0,212,2.5,0.005,0.003,-0.108,CIC39,https://www.cic39.vn/Home/default.aspx
C47,HOSE,Xây dựng và Vật liệu,CT,3775,0.0,36.3,36.3,2005.0,690,2.3,0.003,0.047,-0.151,Xây dựng 47,http://www.xaydung47.vn
C4G,UPCOM,Xây dựng và Vật liệu,CT,1276,0.0,357.3,357.3,2015.0,457,1.9,-0.016,-0.023,-0.429,Tập Đoàn Cienco4,https://cienco4.vn
C69,HNX,Xây dựng và Vật liệu,CT,3143,0.002,61.8,61.8,2003.0,217,2.5,-0.019,-0.053,-0.181,Xây dựng 1369,https://cpxd1369.com.vn
C92,UPCOM,Xây dựng và Vật liệu,CT,704,0.037,5.3,5.3,2004.0,110,,0.063,0.013,-0.075,Xây dựng và Đầu tư 492,http://c92.com.vn
CAB,UPCOM,Truyền thông,CT,1157,0.0,45.7,45.7,2012.0,1297,2.6,-0.145,-0.124,-0.157,Truyền hình Cáp Việt Nam,https://www.vtvcab.vn
CAD,UPCOM,Thực phẩm và đồ uống,CT,1887,0.083,20.8,8.8,2005.0,119,,0.244,-0.015,-0.298,Thủy sản Cadovimex,http://www.cadovimex.com.vn/
CAG,HNX,Hàng & Dịch vụ Công nghiệp,CT,1025,0.002,13.8,13.8,2011.0,128,2.5,-0.019,-0.015,-0.113,Cảng An Giang,http://www.angiangport.com.vn
CAN,HNX,Thực phẩm và đồ uống,CT,626,0.262,5.0,5.0,1998.0,996,2.1,-0.006,0.123,-0.473,Đồ hộp Hạ Long,http://www.canfoco.com.vn
CAP,HNX,Tài nguyên Cơ bản,CT,285,0.011,15.3,15.3,2004.0,436,2.4,0.006,-0.017,-0.156,Lâm nông sản Yên Bái,http://www.yfatuf.com.vn
CAR,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,217,0.0,5.1,5.1,2013.0,75,,-0.006,0.053,-0.027,Tập đoàn Giáo dục Trí Việt,https://trivietgroup.edu.vn
CAT,UPCOM,Thực phẩm và đồ uống,CT,177,0.005,9.2,9.7,2004.0,618,,0.024,0.049,0.271,Thủy sản Cà Mau,https://seaprimexco.com
CAV,OTC,Hàng & Dịch vụ Công nghiệp,CT,1369,0.002,57.5,57.6,1998.0,1014,2.3,,,,Dây cáp điện Việt Nam,https://cadivi.vn
CBI,UPCOM,Tài nguyên Cơ bản,CT,418,0.0,43.0,43.0,2006.0,768,2.1,0.07,0.03,0.185,Gang thép Cao Bằng,https://gtcb.com.vn
CBS,UPCOM,Thực phẩm và đồ uống,CT,647,0.0,5.3,5.3,2006.0,290,,0.002,-0.036,-0.023,Mía đường Cao Bằng,http://www.miaduongcaobang.vn
CC1,UPCOM,Xây dựng và Vật liệu,CT,1287,0.0,358.2,358.5,2010.0,1177,2.2,-0.013,0.068,-0.119,TCT Xây dựng số 1,https://www.cc1.vn
CC4,UPCOM,Xây dựng và Vật liệu,CT,407,0.0,64.0,64.0,2006.0,96,2.7,0.002,0.098,-0.209,ĐT và XD số 4,http://icon4.com.vn
CCA,UPCOM,Thực phẩm và đồ uống,CT,422,0.004,15.1,15.1,2006.0,701,,-0.006,0.006,-0.271,XNK Thuỷ sản Cần Thơ,http://www.caseamex.com.vn
CCI,HOSE,"Điện, nước & xăng dầu khí đốt",CT,356,0.024,17.5,17.7,2002.0,94,2.8,-0.038,-0.053,-0.081,CIDICO,http://www.cidico.com.vn
CCL,HOSE,Bất động sản,CT,5343,0.013,59.6,59.6,2007.0,79,3.1,-0.03,0.003,0.247,ĐT & PT Đô thị Dầu khí Cửu Long,https://pvcl.com.vn
CCM,UPCOM,Xây dựng và Vật liệu,CT,218,0.001,6.2,6.2,2004.0,404,2.8,-0.017,-0.082,0.22,Xi măng Cần Thơ,http://www.ximangcantho.vn
CCP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,166,0.0,2.4,2.4,2004.0,51,,-0.006,-0.015,-0.21,Cảng Cửa Cấm,http://www.cuacamport.com.vn
CCR,HNX,Hàng & Dịch vụ Công nghiệp,CT,532,0.001,24.5,24.5,2009.0,193,3.0,0.001,-0.029,0.075,Cảng Cam Ranh,https://camranhport.vn
CCT,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,111,0.0,28.5,28.5,2013.0,125,3.1,-0.151,-0.327,0.282,Cảng Cần Thơ,http://www.canthoport.com.vn
CCV,UPCOM,Xây dựng và Vật liệu,CT,220,0.0,1.8,1.8,2007.0,290,,-0.006,-0.015,0.597,XD CN và đô thị Việt Nam,https://vcc.com.vn
CDC,HOSE,Xây dựng và Vật liệu,CT,845,0.01,22.0,22.0,2008.0,250,2.1,-0.012,-0.048,-0.257,Chương Dương Corp,https://chuongduongcorp.vn
CDG,UPCOM,Xây dựng và Vật liệu,CT,215,0.0,3.5,3.5,2006.0,78,,-0.006,-0.015,0.288,VLXD Cầu Đuống,https://gachngoicauduong.com
CDH,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,267,0.0,2.0,2.0,2010.0,245,,0.021,-0.153,5.752,CTCC và DV Du lịch Hải Phòng,http://www.ctcc.com.vn
CDN,HNX,Hàng & Dịch vụ Công nghiệp,CT,782,0.205,99.0,99.0,2008.0,774,2.7,-0.01,-0.048,0.052,Cảng Đà Nẵng,https://danangport.com
CDO,UPCOM,Xây dựng và Vật liệu,CT,3644,0.003,31.5,31.5,2008.0,18,,-0.006,0.057,0.023,Tư vấn Thiết kế và PT Đô thị,http://www.cddc.vn
CDP,UPCOM,Y tế,CT,599,0.0,18.2,18.3,2010.0,425,,-0.025,-0.024,-0.194,Dược phẩm TW Codupha,https://codupha.com.vn
CDR,UPCOM,Xây dựng và Vật liệu,CT,186,0.0,2.1,2.1,2008.0,51,,-0.038,-0.079,1.116,Xây dựng Cao su Đồng Nai,http://www.dorucon.com.vn
CE1,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,84,0.0,6.0,6.0,2008.0,158,,-0.006,-0.015,0.125,Thiết bị Công nghiệp CIE1,http://cie1.com.vn
CEG,UPCOM,Xây dựng và Vật liệu,CT,90,0.0,3.8,3.8,1999.0,7,,-0.006,-0.015,0.392,XD và Thiết bị Công nghiệp,http://www.cie.com.vn
CEN,UPCOM,Bán lẻ,CT,2579,0.0,21.7,21.7,2015.0,16,,-0.006,0.263,-0.762,CENCON Việt Nam,http://www.cencon.vn
CEO,HNX,Bất động sản,CT,58579,0.048,540.4,540.4,2007.0,118,2.4,-0.019,-0.059,-0.325,Tập đoàn CEO,http://ceogroup.com.vn
CET,HNX,Hàng cá nhân & Gia dụng,CT,456,0.009,6.1,6.1,2009.0,26,,0.056,-0.07,-0.501,HTC Holding ,https://cetholding.vn
CFM,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,149,0.005,2.0,2.0,2017.0,7,,-0.073,-0.119,-0.196,Đầu tư CFM,http://www.cfminvestment.com
CFV,UPCOM,Thực phẩm và đồ uống,CT,0,0.0,12.7,8.1,2019.0,78,3.2,0.141,0.241,-0.27,Cà phê Thắng Lợi,http://thangloicoffee.com.vn
CGV,UPCOM,Xây dựng và Vật liệu,CT,655,0.001,9.5,9.5,2006.0,22,,0.028,-0.045,-0.094,Vinaceglass JSC,http://www.vinaceglass.com
CH5,UPCOM,Xây dựng và Vật liệu,CT,159,0.0,3.7,3.7,2006.0,73,,-0.006,-0.015,0.088,Xây dựng số 5 Hà Nội,http://www.ch5.vn
CHC,UPCOM,Xây dựng và Vật liệu,CT,767,0.0,6.7,6.7,2004.0,386,,-0.006,-0.121,0.98,Nội thất Cẩm Hà,http://www.camhafurniture.com
CHP,HOSE,"Điện, nước & xăng dầu khí đốt",CT,3835,0.038,146.9,146.9,2004.0,125,3.0,-0.003,-0.04,0.38,Thủy điện Miền Trung,https://chp.vn
CHS,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,457,0.032,28.4,28.4,2010.0,396,3.1,-0.042,0.096,0.192,Chiếu sáng TPHCM,https://chieusang.com
CI5,UPCOM,Xây dựng và Vật liệu,CT,133,0.0,2.7,2.7,2011.0,68,,-0.027,-0.184,-0.073,Đầu tư Xây dựng số 5,http://www.cic5.com.vn
CIA,HNX,Hàng & Dịch vụ Công nghiệp,CT,927,0.01,18.7,19.7,2009.0,461,,-0.081,-0.034,-0.151,DV Sân Bay Cam Ranh,http://www.cias.vn
CID,UPCOM,Xây dựng và Vật liệu,CT,0,0.029,0.9,1.1,2003.0,9,,-0.006,-0.015,4.47,Xây dựng và Phát triển Cơ sở Hạ tầng,http://www.cinde.com.vn
CIG,HOSE,Xây dựng và Vật liệu,CT,1695,0.001,31.5,31.5,2005.0,39,2.2,-0.016,-0.009,-0.293,Xây dựng COMA 18,http://www.coma18.vn
CII,HOSE,Xây dựng và Vật liệu,CT,39257,0.057,318.8,318.8,2001.0,460,2.4,0.014,-0.015,-0.24,Hạ tầng Kỹ thuật TP.HCM,https://cii.com.vn
CIP,UPCOM,Xây dựng và Vật liệu,CT,617,0.0,4.5,4.5,2006.0,26,,0.115,0.07,-0.047,XL và SX công nghiệp,http://www.cipc.com.vn
CJC,HNX,Hàng & Dịch vụ Công nghiệp,CT,128,0.003,8.0,8.0,2005.0,240,,-0.006,-0.015,-0.131,Cơ điện Miền Trung,http://www.cemc.com.vn
CK8,UPCOM,Bất động sản,CT,222,0.0,3.0,3.0,2008.0,22,,-0.006,-0.015,-0.131,Cơ khí 120,https://cokhi120.com
CKA,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,176,0.002,3.3,3.3,2007.0,190,,0.031,-0.148,0.137,Cơ khí An Giang,http://www.cokhiangiang.com.vn
CKD,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,649,0.0,31.0,31.0,2006.0,599,2.2,-0.059,0.007,-0.054,Đông Anh Licogi,http://ckda.vn
CKG,HOSE,Bất động sản,CT,4334,0.0,95.3,95.3,2013.0,222,2.6,-0.005,0.039,0.002,Xây dựng Kiên Giang,https://cicgroups.com
CKV,HNX,Công nghệ Thông tin,CT,372,0.002,4.0,4.1,2005.0,4550,,-0.078,-0.086,-0.06,CokyVina,http://www.cokyvina.com.vn
CLC,HOSE,Hàng cá nhân & Gia dụng,CT,778,0.023,26.2,26.2,2003.0,304,2.9,-0.004,-0.004,0.249,Thuốc lá Cát Lợi,http://www.catloi.com.vn
CLG,UPCOM,Bất động sản,CT,789,0.005,21.2,21.2,2004.0,1,,-0.006,-0.015,-0.417,Cotec Land,http://www.cotecland.com.vn
CLH,HNX,Xây dựng và Vật liệu,CT,543,0.051,12.0,12.0,1994.0,529,3.4,-0.006,0.008,-0.113,Xi măng La Hiên,http://www.ximanglahien.com.vn
CLL,HOSE,Hàng & Dịch vụ Công nghiệp,CT,775,0.106,34.0,34.0,2007.0,85,2.8,0.011,-0.026,-0.04,Cảng Cát Lái,http://catlaiport.com.vn
CLM,HNX,Tài nguyên Cơ bản,CT,174,0.0,11.0,11.0,1982.0,150,2.7,-0.009,-0.025,0.106,Xuất nhập khẩu Than - Vinacomin,https://coalimex.vn
CLW,HOSE,"Điện, nước & xăng dầu khí đốt",CT,428,0.048,13.0,13.0,2007.0,461,3.0,-0.004,-0.013,0.193,Cấp nước Chợ Lớn,http://www.capnuoccholon.com.vn
CLX,UPCOM,Thực phẩm và đồ uống,CT,2278,0.013,86.6,86.6,2010.0,188,2.8,-0.006,-0.036,-0.023,XNK và Đầu tư Chợ Lớn (CHOLIMEX),https://www.cholimex.vn
CMC,HNX,Ô tô và phụ tùng,CT,383,0.008,4.6,4.6,2004.0,18,,-0.067,-0.129,-0.043,Đầu tư CMC,http://www.cmci.com.vn
CMD,UPCOM,Xây dựng và Vật liệu,CT,495,0.0,11.2,15.0,1976.0,62,,0.002,-0.043,0.426,VLXD và Nội thất TP.HCM,http://www.cmid.com.vn
CMF,UPCOM,Thực phẩm và đồ uống,CT,175,0.244,8.1,8.1,2006.0,2373,3.2,-0.006,-0.001,0.573,Thực phẩm Cholimex,https://cholimexfood.com.vn
CMG,HOSE,Công nghệ Thông tin,CT,1130,0.431,190.4,190.4,2009.0,4509,2.4,0.055,0.034,0.287,Tập đoàn Công nghệ CMC,http://www.cmc.com.vn
CMI,UPCOM,Xây dựng và Vật liệu,CT,109,0.004,16.0,15.0,2007.0,17,,-0.006,-0.106,-0.676,CMISTONE Việt Nam,https://cmistone.vn
CMK,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,238,0.0,1.4,1.4,2004.0,261,,-0.006,-0.015,-0.131,Cơ khí Mạo Khê - Vinacomin,http://www.cokhimaokhe.com.vn
CMM,UPCOM,Thực phẩm và đồ uống,CT,208,0.0,97.9,91.8,2013.0,1426,2.6,0.09,0.331,0.323,Camimex,https://cmmseafood.com.vn
CMN,UPCOM,Thực phẩm và đồ uống,CT,218,0.001,4.8,4.8,2006.0,654,,-0.006,-0.015,-0.17,Colusa -  Miliket,http://www.comifood.com
CMP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,257,0.0,32.4,32.4,2007.0,337,2.5,-0.006,-0.015,-0.131,Cảng Chân Mây,https://chanmayport.com.vn
CMS,HNX,Xây dựng và Vật liệu,CT,0,0.0,25.5,25.5,2007.0,141,2.6,-0.067,0.185,-0.769,Tập đoàn CMH Việt Nam,https://cmhgroup.vn
CMT,UPCOM,Công nghệ Thông tin,CT,0,0.034,7.3,8.0,2003.0,102,,0.016,-0.021,0.077,CN mạng và Truyền thông,https://www.infonet.com.vn
CMV,HOSE,Bán lẻ,CT,672,0.0,18.2,18.2,1980.0,700,2.5,0.037,-0.025,-0.055,Thương nghiệp Cà Mau,http://www.tncm.com.vn
CMW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,159,0.0,15.5,15.5,1992.0,246,2.7,-0.006,0.01,0.399,Cấp nước Cà Mau,http://www.ctncamau.com.vn
CMX,HOSE,Thực phẩm và đồ uống,CT,9602,0.171,101.9,101.9,2006.0,1272,1.9,-0.006,-0.039,-0.35,CAMIMEX Group,http://www.camimex.com.vn
CNA,UPCOM,Thực phẩm và đồ uống,CT,714,0.0,0.8,0.8,1992.0,515,,-0.006,-0.015,-0.131,Tổng công ty Chè Nghệ An - CTCP,http://ngheantea.com.vn
CNC,UPCOM,Y tế,CT,564,0.061,11.4,11.4,2006.0,313,2.9,0.018,-0.015,-0.027,Công nghệ cao Traphaco,https://www.traphacocnc.com
CNG,HOSE,"Điện, nước & xăng dầu khí đốt",CT,0,0.029,35.1,35.1,2007.0,281,3.0,0.025,0.003,0.058,CNG Việt Nam,https://www.cngvietnam.com
CNN,UPCOM,Xây dựng và Vật liệu,CT,236,0.0,8.8,8.8,2015.0,1024,,-0.066,-0.02,0.012,Xây dựng Coninco,http://www.coninco.com.vn
CNT,UPCOM,Xây dựng và Vật liệu,CT,820,0.002,50.3,50.4,2003.0,78,2.8,-0.065,-0.1,-0.113,Tập đoàn CNT,http://www.cnt.com.vn
COM,HOSE,Bán lẻ,CT,494,0.002,14.1,14.1,2000.0,481,3.0,0.022,-0.029,-0.14,Vật tư Xăng dầu,http://comeco.vn
CPA,UPCOM,Thực phẩm và đồ uống,CT,177,0.0,23.6,23.6,1996.0,19,,0.001,-0.1,-0.064,Cà phê Phước An,http://phuocancoffee.com.vn
CPC,HNX,Hóa chất,CT,391,0.041,4.1,4.3,1996.0,170,,-0.017,-0.009,0.175,Thuốc sát trùng Cần Thơ,http://www.tstcantho.com.vn
CPH,UPCOM,Bán lẻ,CT,211,0.0,4.4,4.4,2010.0,197,,-0.006,-0.015,-0.131,PV mai táng Hải Phòng,http://www.maihoatanghaiphong.vn
CPI,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,36.5,36.5,2007.0,36,,0.018,0.01,0.549,Đầu tư Cảng Cái Lân,http://www.cailanportinvest.com.vn
CQN,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,311,0.0,75.0,75.0,2008.0,639,2.5,0.018,-0.013,-0.166,Cảng Quảng Ninh,https://quangninhport.com.vn
CQT,UPCOM,Xây dựng và Vật liệu,CT,585,0.0,25.0,25.0,2007.0,350,,0.082,-0.002,-0.293,Xi măng Quán Triều VVMI,http://ximangquantrieu.com
CRC,HOSE,Xây dựng và Vật liệu,CT,2238,0.002,60.0,60.0,2010.0,30,,0.034,0.052,0.173,Create Capital Việt Nam,http://createcapital.vn
CRE,HOSE,Bất động sản,CT,6337,0.04,463.7,463.7,2001.0,2083,1.9,-0.009,-0.049,-0.275,Bất động sản Thế Kỷ,https://cenland.vn
CSC,HNX,Xây dựng và Vật liệu,CT,2594,0.001,37.4,37.4,2004.0,70,2.2,-0.017,-0.022,-0.036,Tập đoàn COTANA,http://www.cotanagroup.vn
CSI,UPCOM,Dịch vụ tài chính,CK,417,0.334,16.8,16.8,2011.0,28,2.0,0.0,-0.021,-0.372,Chứng khoán Kiến thiết VN,http://www.vncsi.com.vn
CSM,HOSE,Ô tô và phụ tùng,CT,5415,0.007,103.6,103.6,2006.0,1834,2.2,-0.048,-0.083,-0.203,Cao su Miền Nam,http://www.casumina.com
CST,UPCOM,Tài nguyên Cơ bản,CT,3547,0.06,42.8,42.8,2020.0,3290,2.9,-0.001,-0.048,0.554,Than Cao Sơn - TKV,http://thancaoson.vn
CSV,HOSE,Hóa chất,CT,3198,0.019,110.5,110.5,2003.0,665,2.6,-0.017,-0.023,1.012,Hóa chất Cơ bản miền Nam,https://www.sochemvn.com
CT3,UPCOM,Xây dựng và Vật liệu,CT,385,0.0,8.8,8.8,1977.0,174,,-0.006,-0.015,-0.131,Xây dựng công trình 3,http://ct3.com.vn
CT6,UPCOM,Xây dựng và Vật liệu,CT,688,0.0,6.1,6.1,2003.0,105,,-0.14,-0.023,0.343,Công trình 6,http://www.ctcpct6.com.vn
CTA,UPCOM,Xây dựng và Vật liệu,CT,229,0.003,9.5,8.5,2006.0,1,,-0.006,-0.015,-0.131,Xây dựng Vinavico,http://www.vinavicogroup.com
CTB,HNX,Hàng & Dịch vụ Công nghiệp,CT,475,0.005,13.7,13.7,2004.0,269,3.2,-0.002,0.062,-0.091,Bơm Hải Dương,https://hapuma.com
CTC,HNX,Du lịch và Giải trí,CT,1968,0.005,15.8,15.8,2004.0,58,,-0.006,-0.015,-0.447,Tập đoàn Hoàng Kim Tây Nguyên,http://gialaitourist.com.vn
CTD,HOSE,Xây dựng và Vật liệu,CT,7450,0.465,99.9,103.6,2004.0,2182,2.4,-0.003,-0.013,0.066,Xây dựng Coteccons,http://www.coteccons.vn
CTF,HOSE,Ô tô và phụ tùng,CT,1012,0.029,89.4,89.4,2009.0,1304,2.6,-0.011,-0.011,-0.104,City Auto,https://cityford.com.vn
CTG,HOSE,Ngân hàng,NH,53928,0.266,5370.0,5370.0,1988.0,24698,3.3,-0.008,0.005,0.255,VietinBank,http://www.vietinbank.vn
CTI,HOSE,Xây dựng và Vật liệu,CT,6654,0.006,54.8,63.0,2007.0,471,2.4,0.063,0.037,-0.076,Cường Thuận IDICO,http://www.cuongthuan.vn
CTN,UPCOM,Xây dựng và Vật liệu,CT,0,0.015,4.9,7.0,2003.0,5,,-0.006,-0.015,-0.298,VINAVICO,http://www.vinavico.com
CTP,HNX,Thực phẩm và đồ uống,CT,640,0.008,12.1,12.1,2010.0,2,,0.115,0.113,7.091,Minh Khang Capital Trading Public,https://minhkhangctp.com
CTR,HOSE,Xây dựng và Vật liệu,CT,6572,0.096,114.4,114.4,2010.0,12765,3.1,0.049,0.079,0.619,Công trình Viettel,https://viettelconstruction.com.vn
CTS,HOSE,Dịch vụ tài chính,CK,4031,0.008,148.7,148.7,2000.0,233,2.4,-0.008,0.018,0.373,Chứng khoán Vietinbank,https://www.cts.vn
CTT,HNX,Hàng & Dịch vụ Công nghiệp,CT,955,0.004,4.7,4.7,2008.0,743,,-0.013,0.024,-0.208,Chế tạo máy Vinacomin,https://chetaomay.com.vn
CTW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,232,0.0,28.0,28.0,2004.0,459,3.0,-0.006,-0.008,0.872,Cấp thoát nước Cần Thơ,https://ctn-cantho.com.vn
CTX,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,78.9,78.9,1982.0,53,2.6,-0.006,-0.015,-0.131,CONSTREXIM,http://ctx.vn
CVN,HNX,Y tế,CT,4794,0.0,29.7,29.7,2007.0,58,,-0.006,-0.015,-0.518,Vinam Group,http://vinamgroup.com.vn
CVT,HOSE,Xây dựng và Vật liệu,CT,1125,0.005,36.7,36.7,2006.0,1219,1.9,0.045,-0.026,-0.373,CMC JSC,https://cmctile.com.vn
CX8,HNX,Xây dựng và Vật liệu,CT,109,0.003,2.7,2.6,2000.0,37,,0.055,-0.015,0.134,Constrexim số 8,http://www.constrexim8.com.vn
CYC,UPCOM,Xây dựng và Vật liệu,CT,638,0.486,9.0,2.0,2006.0,139,2.1,-0.006,-0.276,0.286,Gạch men Chang YIH,http://www.changyih-ceramic.com
D11,HNX,Bất động sản,CT,765,0.0,7.3,7.3,2004.0,96,,-0.006,-0.015,-0.331,Địa ốc 11,http://www.diaoc11.com.vn
D2D,HOSE,Bất động sản,CT,1846,0.006,30.3,30.3,2006.0,78,2.4,-0.056,0.116,0.584,Phát triển Đô thị số 2,http://www.d2d.com.vn
DAC,UPCOM,Xây dựng và Vật liệu,CT,206,0.065,1.0,1.0,2003.0,162,,-0.331,-0.339,-0.455,CTCP 382 Đông Anh,https://www.382donganh.com
DAD,HNX,Truyền thông,CT,197,0.285,4.7,5.0,2007.0,58,,-0.027,-0.077,-0.056,Phát triển GD Đà Nẵng,http://iseebooks.vn
DAE,HNX,Truyền thông,CT,249,0.005,1.9,1.9,2004.0,22,,-0.006,-0.022,-0.231,Sách Giáo dục Đà Nẵng,http://www.sachgiaoduc.com
DAG,HOSE,Hóa chất,CT,8018,0.009,60.3,60.3,2001.0,150,2.3,-0.006,-0.015,-0.74,TĐ Nhựa Đông Á,https://www.dag.com.vn
DAH,HOSE,Du lịch và Giải trí,CT,327,0.0,84.2,84.2,2003.0,12,2.4,-0.034,-0.045,-0.455,Tập đoàn Khách sạn Đông Á,https://www.mayplazahotel.com
DAN,UPCOM,Y tế,CT,189,0.002,20.9,20.9,2007.0,393,2.9,-0.003,0.043,0.095,Dược Danapha,http://www.danapha.com
DAS,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,4.2,4.2,1983.0,154,,-0.006,-0.015,-0.086,Thiết bị Dầu khí Đà Nẵng,http://daesco.vn
DAT,HOSE,Thực phẩm và đồ uống,CT,440,0.0,69.2,69.2,2008.0,83,2.2,-0.01,-0.016,-0.302,ĐT Du lịch và PT Thủy sản,https://trisedco.com
DBC,HOSE,Thực phẩm và đồ uống,CT,0,0.118,334.7,334.7,2004.0,6515,2.6,0.035,0.028,0.44,Tập đoàn DABACO,http://www.dabaco.com.vn
DBD,HOSE,Y tế,CT,1885,0.138,93.6,93.6,2010.0,1335,3.5,0.038,0.136,-0.111,Dược - TB Y tế Bình Định,https://bidiphar.com
DBM,UPCOM,Y tế,CT,183,0.011,1.9,1.9,1976.0,182,,0.13,-0.035,-0.289,BAMEPHARM,http://www.bamepharm.com.vn
DBT,HOSE,Y tế,CT,1295,0.013,18.6,18.6,2004.0,759,,-0.01,-0.031,0.0,Dược phẩm Bến Tre,https://bepharco.com
DC1,UPCOM,Xây dựng và Vật liệu,CT,249,0.007,4.5,4.5,2013.0,131,,0.041,0.172,0.28,Phát triển Xây dựng số 1 (DIC1),https://dic1.vn
DC2,HNX,Xây dựng và Vật liệu,CT,599,0.024,7.6,7.6,2005.0,102,,-0.019,-0.14,0.35,DIC Số 2,https://dic2.vn
DC4,HOSE,Xây dựng và Vật liệu,CT,2640,0.005,57.7,57.7,2005.0,147,3.6,-0.006,-0.042,-0.005,Xây dựng DIC Holdings,https://diccons.vn
DCF,UPCOM,Xây dựng và Vật liệu,CT,202,0.0,30.0,30.0,2003.0,191,2.1,-0.006,-0.015,-0.336,XD và Thiết kế số 1,https://decofi.vn
DCG,UPCOM,Hàng cá nhân & Gia dụng,CT,778,0.053,6.8,6.8,2015.0,3370,,-0.006,-0.039,-0.519,May Đáp Cầu,https://dagarcobn.com
DCH,UPCOM,Bất động sản,CT,112,0.0,2.9,2.9,2006.0,85,,-0.006,-0.129,-0.201,Địa chính Hà Nội,http://www.hcsc.vn
DCL,HOSE,Y tế,CT,2185,0.011,73.0,73.0,1998.0,939,2.3,-0.02,-0.026,-0.015,Dược phẩm Cửu Long,https://dcl.com.vn
